City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
234,Srednekolymsk,RU,67.45,153.6833,33.91,98,100,13.49,overcast clouds
235,Eyl,SO,7.9803,49.8164,82.26,63,9,14.74,clear sky
236,Linxia,CN,35.6003,103.2064,49.1,46,0,1.92,clear sky
237,Bullhead City,US,35.1478,-114.5683,103.42,4,0,13.8,clear sky
238,Kavieng,PG,-2.5744,150.7967,83.64,66,100,1.43,overcast clouds
239,Coahuayana,MX,18.7333,-103.6833,77.9,62,100,3.44,overcast clouds
240,Jibuti,DJ,11.5,42.5,80.47,30,4,7.09,clear sky
241,Canete,CL,-37.8,-73.4,52.0,57,100,4.09,overcast clouds
242,Esperance,AU,-33.8667,121.9,53.44,73,98,5.26,overcast clouds
243,Floriano,BR,-6.7669,-43.0225,79.12,70,100,2.64,overcast clouds
244,Saint George,US,37.1041,-113.5841,93.79,4,0,18.41,clear sky
245,Sinnamary,GF,5.3833,-52.95,78.17,92,100,9.57,light rain
246,Puerto Escondido,MX,15.85,-97.0667,84.2,74,73,7.67,broken clouds
247,Gazanjyk,TM,39.2446,55.5154,71.83,28,21,3.62,few clouds
248,Maymyo,MM,22.0333,96.4667,74.23,75,100,2.75,overcast clouds
249,Yar-Sale,RU,66.8333,70.8333,38.3,99,100,9.8,overcast clouds
250,Tiksi,RU,71.6872,128.8694,18.61,89,86,6.85,overcast clouds
251,Aleysk,RU,52.4926,82.7822,64.78,61,22,13.31,few clouds
252,Bilari,IN,28.6333,78.8,92.32,22,88,9.42,overcast clouds
253,Lodja,CD,-3.4833,23.4333,70.0,89,9,0.92,clear sky
254,Agadez,NE,19.75,10.25,74.8,15,0,9.95,clear sky
255,Beitbridge,ZW,-22.2167,30.0,62.44,88,25,13.87,scattered clouds
256,Manta,EC,-0.95,-80.7333,76.78,83,100,8.05,overcast clouds
257,Perigueux,FR,45.1833,0.7167,61.97,90,100,1.01,light rain
258,Castro,BR,-24.7911,-50.0119,52.63,98,8,4.76,clear sky
259,Saint-Francois,FR,46.4154,3.9054,62.04,88,100,5.75,moderate rain
260,Lavrentiya,RU,65.5833,-171.0,31.53,77,81,10.8,broken clouds
261,Mazamari,PE,-11.3258,-74.5308,71.22,94,91,2.17,overcast clouds
262,Acarau,BR,-2.8856,-40.12,76.82,90,47,10.11,scattered clouds
263,Hami,CN,42.8,93.45,73.56,5,99,9.53,overcast clouds
264,Melito Di Porto Salvo,IT,37.9222,15.7714,66.96,51,55,9.22,broken clouds
265,Kilindoni,TZ,-7.9139,39.6668,80.51,69,1,16.04,clear sky
266,Xifeng,CN,42.7372,124.7222,64.94,38,16,8.66,few clouds
267,Banjar,ID,-8.19,114.9675,87.3,54,8,1.14,clear sky
268,Sao Filipe,CV,14.8961,-24.4956,75.13,75,92,6.33,overcast clouds
269,Ramgarh,IN,23.6333,85.5167,84.25,37,8,13.02,clear sky
270,Vernon,CA,50.2581,-119.2691,53.62,83,100,9.22,overcast clouds
271,Muskogee,US,35.5834,-95.3336,70.34,97,100,10.36,light rain
272,Moa,CU,20.6569,-74.9403,76.17,91,100,8.03,overcast clouds
273,Kaoma,ZM,-14.7833,24.8,51.31,72,0,5.39,clear sky
274,Birin,NP,26.8865,88.0718,68.47,71,44,2.73,light rain
275,Baiyin,CN,36.5583,104.2081,54.03,32,1,12.75,clear sky
276,Iqaluit,CA,63.7506,-68.5145,24.53,80,100,13.8,overcast clouds
277,Keti Bandar,PK,24.1447,67.4497,82.69,80,0,20.2,clear sky
278,Sampit,ID,-2.5333,112.95,87.75,65,70,1.63,broken clouds
279,Panguna,PG,-6.3164,155.4848,78.44,73,85,1.36,light rain
280,Sinjar,IQ,36.3209,41.8754,63.03,63,0,14.83,clear sky
281,Bam,IR,29.106,58.357,72.32,14,0,8.25,clear sky
282,Teguise,ES,29.0605,-13.564,62.82,77,0,4.61,clear sky
283,Catamarca,AR,-28.4696,-65.7852,51.58,98,96,1.99,overcast clouds
284,Nuevo Progreso,MX,23.1667,-97.95,79.54,64,0,3.0,clear sky
285,Bandiagara,ML,14.3501,-3.6104,85.46,8,10,8.08,clear sky
286,San Lorenzo,PY,-25.3333,-57.5333,61.74,82,20,9.22,few clouds
287,Aksay,RU,47.26,39.87,54.25,80,8,7.0,clear sky
288,Inverness,GB,57.4791,-4.224,51.71,79,77,6.91,broken clouds
289,Soyo,AO,-6.1349,12.3689,76.86,90,75,7.23,broken clouds
290,Faya,SA,18.3851,42.4509,62.71,12,3,6.06,clear sky
291,Lapi,PH,17.716,121.8978,88.75,64,86,2.68,overcast clouds
292,Pitimbu,BR,-7.4706,-34.8086,77.59,85,36,5.84,scattered clouds
293,Along,IN,28.1667,94.7667,72.21,99,100,1.57,heavy intensity rain
294,Petropavl,KZ,54.8753,69.1628,57.18,82,20,11.18,few clouds
295,Bonavista,CA,48.6499,-53.1147,31.42,81,12,4.68,few clouds
296,Nur,PL,52.6683,22.3221,40.77,91,37,6.55,scattered clouds
297,Palauig,PH,15.435,119.9045,85.82,72,95,6.64,overcast clouds
298,Kruisfontein,ZA,-34.0033,24.7314,55.06,65,0,6.4,clear sky
299,Bima,ID,-8.4667,118.7167,87.42,63,10,2.71,clear sky
300,Souillac,MU,-20.5167,57.5167,73.78,88,40,6.91,light rain
301,Sundsvall,SE,62.3913,17.3063,39.02,66,5,14.67,clear sky
302,Ponta Delgada,PT,37.7333,-25.6667,65.5,82,75,35.68,broken clouds
303,Yerbogachen,RU,61.2767,108.0108,59.7,49,39,6.51,scattered clouds
304,Kudat,MY,6.8837,116.8477,87.73,70,20,2.3,few clouds
305,Wasilla,US,61.5814,-149.4394,56.66,38,75,8.05,broken clouds
306,Inzhavino,RU,52.3185,42.4937,42.94,96,22,8.16,few clouds
307,Kumano,JP,34.3442,132.5894,61.97,57,100,1.3,overcast clouds
308,Makokou,GA,0.5738,12.8642,71.02,97,91,1.74,light rain
309,Carutapera,BR,-1.195,-46.02,76.75,95,100,5.91,overcast clouds
310,Bengkulu,ID,-3.8004,102.2655,79.11,86,83,2.21,broken clouds
311,Kutum,SD,14.2,24.6667,73.56,48,96,14.74,overcast clouds
312,Laksham,BD,23.2472,91.1425,86.36,75,100,14.38,overcast clouds
313,Tura,IN,25.5198,90.2201,77.29,94,100,7.23,moderate rain
314,Kendari,ID,-3.945,122.4989,86.45,68,14,2.98,few clouds
315,Nantucket,US,41.2835,-70.0995,57.31,98,100,9.22,fog
316,Saint-Leu,RE,-21.15,55.2833,70.63,74,0,11.9,clear sky
317,Marystown,CA,47.1666,-55.1483,41.86,100,92,10.87,overcast clouds
318,Rafraf,TN,37.1904,10.1837,61.11,73,3,5.35,clear sky
319,Aitape,PG,-3.1374,142.3475,87.01,62,71,2.89,broken clouds
320,Chateau-Thierry,FR,49.05,3.4,60.22,94,57,7.92,broken clouds
321,Udachnyy,RU,66.4167,112.4,36.5,90,100,2.48,overcast clouds
322,Portobelo,PA,9.55,-79.65,80.11,93,100,7.18,overcast clouds
323,Wukari,NG,7.85,9.7833,78.42,78,86,3.71,overcast clouds
324,Carbondale,US,37.7273,-89.2168,67.05,89,0,4.61,clear sky
325,Kaitong,CN,44.8135,123.15,66.49,16,8,11.39,clear sky
326,Vanavara,RU,60.34,102.2797,65.79,32,0,3.56,clear sky
327,Rocha,UY,-34.4833,-54.3333,48.47,59,38,11.05,scattered clouds
328,Milkovo,RU,54.7167,158.6167,41.29,77,100,4.5,light rain
329,Moche,PE,-8.1711,-79.0092,62.78,82,75,11.5,mist
330,Ahipara,NZ,-35.1667,173.1667,68.05,79,9,12.03,clear sky
331,Pilar,BR,-9.5972,-35.9567,73.33,91,99,1.7,overcast clouds
332,Lakselv,NO,70.0513,24.9718,39.02,87,100,13.8,overcast clouds
333,Weifang,CN,36.71,119.1019,79.61,16,3,11.45,clear sky
334,Shar,KZ,49.5886,81.0453,65.16,53,8,2.17,clear sky
335,Berlevag,NO,70.8578,29.0864,37.35,75,100,13.8,overcast clouds
336,Kidal,ML,18.4411,1.4078,88.5,26,16,7.14,few clouds
337,Manado,ID,1.487,124.8455,88.57,70,40,2.3,scattered clouds
338,Longford,IE,53.7333,-7.8,55.58,97,100,7.43,moderate rain
339,Pak Phanang,TH,8.3511,100.202,89.04,75,100,5.44,light rain
340,Haimen,CN,23.1935,116.6142,64.29,90,100,13.4,overcast clouds
341,Alice Springs,AU,-23.7,133.8833,71.15,32,75,16.11,broken clouds
342,Knokke-Heist,BE,51.3333,3.3333,65.01,59,100,1.99,overcast clouds
343,Anadyr,RU,64.75,177.4833,43.3,45,0,22.37,clear sky
344,Imbituba,BR,-28.24,-48.6703,67.86,92,30,5.01,scattered clouds
345,Tromso,NO,69.6496,18.957,35.62,80,75,8.05,light snow
346,Xinzhou,CN,38.4092,112.7333,69.35,14,1,7.02,clear sky
347,Gilgit,PK,35.9221,74.3087,67.93,55,100,3.15,overcast clouds
348,Slave Lake,CA,55.2834,-114.769,53.58,47,20,4.61,few clouds
349,Bahia Blanca,AR,-38.7196,-62.2724,51.1,76,77,14.38,broken clouds
350,Kahului,US,20.8947,-156.47,87.82,45,20,16.11,few clouds
351,Marsh Harbour,BS,26.5412,-77.0636,77.99,83,79,11.34,broken clouds
352,Manggar,ID,-2.8833,108.2667,85.57,72,85,7.14,overcast clouds
353,Rampur,IN,28.8167,79.0333,92.23,21,83,10.87,broken clouds
354,Balikpapan,ID,-1.2675,116.8289,85.19,74,75,0.0,broken clouds
355,Omboue,GA,-1.5746,9.2618,77.67,93,100,5.88,overcast clouds
356,Zhuanghe,CN,39.7008,122.9911,68.52,38,36,3.87,scattered clouds
357,Hambantota,LK,6.1241,81.1185,79.14,100,20,11.5,few clouds
358,Chicaman,GT,15.4,-90.7667,65.21,71,100,1.77,overcast clouds
359,Mana,GF,5.6592,-53.7767,77.92,92,100,8.48,overcast clouds
360,Ilulissat,GL,69.2167,-51.1,19.42,63,23,0.0,few clouds
361,Aklavik,CA,68.2191,-135.0107,32.22,98,100,8.19,overcast clouds
362,Cozumel,MX,20.5083,-86.9458,79.0,75,19,7.0,few clouds
363,Marawi,PH,7.9986,124.2928,81.61,65,89,0.2,overcast clouds
364,Constitucion,CL,-35.3333,-72.4167,55.9,56,94,3.22,overcast clouds
365,Ivdel,RU,60.6911,60.4206,50.29,77,25,3.31,scattered clouds
366,Ekhabi,RU,53.5102,142.9671,35.92,100,100,8.32,overcast clouds
367,Curillo,CO,1.0333,-75.9191,72.16,98,100,0.67,overcast clouds
368,Kamloops,CA,50.6665,-120.3192,56.39,83,75,17.27,broken clouds
369,Marzuq,YE,14.4,46.4667,67.17,15,0,3.44,clear sky
370,Ancud,CL,-41.8697,-73.8203,46.49,78,100,9.86,overcast clouds
371,Moose Factory,CA,51.2585,-80.6094,59.0,67,100,3.44,overcast clouds
372,Cocoa Beach,US,28.32,-80.6076,80.67,82,0,11.5,clear sky
373,Wewak,PG,-3.5534,143.6268,82.89,73,92,2.51,overcast clouds
374,Zyryanka,RU,65.75,150.85,34.0,85,100,2.53,overcast clouds
375,Patancheru,IN,17.5314,78.265,79.66,58,2,9.93,light rain
376,Amuntai,ID,-2.4177,115.2494,87.58,64,90,1.48,overcast clouds
377,Geilo,NO,60.5333,8.2076,37.71,90,83,3.71,broken clouds
378,Kedrovyy,RU,56.1667,91.8167,63.01,89,100,7.07,light rain
379,Lorengau,PG,-2.0226,147.2712,84.9,62,71,5.53,broken clouds
380,Henties Bay,NA,-22.116,14.2845,62.8,63,5,6.8,clear sky
381,Coruripe,BR,-10.1256,-36.1756,76.84,86,100,5.53,overcast clouds
382,Great Falls,US,47.5002,-111.3008,69.19,28,0,5.75,clear sky
383,Darnah,LY,32.767,22.6367,65.5,60,0,6.53,clear sky
384,Sorland,NO,67.667,12.6934,37.26,67,85,22.7,overcast clouds
385,Redmond,US,47.674,-122.1215,61.74,88,80,1.99,broken clouds
386,Necochea,AR,-38.5473,-58.7368,52.95,75,86,24.45,overcast clouds
387,Kargil,IN,34.5667,76.1,47.62,41,95,3.49,overcast clouds
388,Port Hardy,CA,50.6996,-127.4199,48.38,93,100,0.0,light rain
389,Moratuwa,LK,6.773,79.8816,80.62,84,76,14.5,broken clouds
390,Nova Paka,CZ,50.4945,15.515,52.39,86,57,4.45,broken clouds
391,Kikwit,CD,-5.041,18.8162,71.02,73,87,1.52,overcast clouds
392,Kuah,MY,6.3265,99.8432,78.78,94,40,5.75,light rain
393,Kaitangata,NZ,-46.2817,169.8464,57.74,61,0,2.44,clear sky
394,Brae,GB,60.3964,-1.353,48.24,91,97,9.31,overcast clouds
395,Rathcoole,IE,53.2828,-6.4728,56.97,93,75,10.36,broken clouds
396,Moosomin,CA,50.1333,-101.6677,50.04,61,5,8.43,clear sky
397,Traverse City,US,44.7631,-85.6206,61.84,65,100,6.17,overcast clouds
398,Qaqortoq,GL,60.7167,-46.0333,31.35,74,52,2.91,broken clouds
399,Hithadhoo,MV,-0.6,73.0833,82.96,76,100,11.52,overcast clouds
400,Bilma,NE,18.6853,12.9164,77.72,19,0,12.8,clear sky
401,Fort Wellington,GY,6.4,-57.6,78.35,90,100,8.79,overcast clouds
402,Maningrida,AU,-12.0667,134.2667,85.12,52,0,6.06,clear sky
403,Kieta,PG,-6.2167,155.6333,83.84,72,65,4.16,light rain
404,Uyuni,BO,-20.4597,-66.825,39.33,34,23,11.27,few clouds
405,Xining,CN,36.6167,101.7667,44.2,55,7,2.8,clear sky
406,Sawankhalok,TH,17.316,99.8319,80.49,89,20,2.3,few clouds
407,Bojnurd,IR,37.4747,57.329,46.35,81,0,0.0,clear sky
408,Nadym,RU,65.5333,72.5167,48.72,80,21,8.41,few clouds
409,Usinsk,RU,65.9939,57.5281,41.61,93,100,7.65,overcast clouds
410,Mayumba,GA,-3.432,10.6554,76.95,92,84,3.78,broken clouds
411,Mbuji-Mayi,CD,-6.15,23.6,71.44,64,13,2.48,few clouds
412,Airai,TL,-8.9266,125.4092,73.69,55,1,2.33,clear sky
413,Tuatapere,NZ,-46.1333,167.6833,60.15,57,4,4.68,clear sky
414,Wisconsin Rapids,US,44.3836,-89.8174,70.09,32,75,5.75,broken clouds
415,Oktyabrskiy,RU,54.4815,53.471,49.62,93,100,6.82,overcast clouds
416,Urucara,BR,-2.5364,-57.76,74.66,98,100,2.53,light rain
417,Shaoguan,CN,24.8,113.5833,62.96,86,99,3.6,overcast clouds
418,Moultonborough,US,43.7548,-71.3967,66.65,96,100,1.99,light rain
419,Fare,PF,-16.7,-151.0167,81.57,67,38,9.24,scattered clouds
420,Bagdarin,RU,54.4333,113.6,58.87,28,70,13.78,broken clouds
421,Emilio Carranza,MX,19.9711,-96.6114,77.4,78,7,6.04,clear sky
422,Kavaratti,IN,10.5669,72.642,79.97,83,100,14.65,overcast clouds
423,Solnechnyy,RU,50.7214,136.6319,48.74,57,98,4.83,overcast clouds
424,Nakamura,JP,32.9833,132.9333,65.41,67,100,2.1,light rain
425,Mizque,BO,-17.941,-65.3402,59.7,86,97,4.97,overcast clouds
426,Portland,US,45.5234,-122.6762,67.55,63,1,8.01,clear sky
427,Manama,BH,26.2154,50.5832,79.34,64,0,3.44,clear sky
428,Bela,IN,25.9333,81.9833,96.87,22,10,5.77,clear sky
429,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,83,40,9.22,scattered clouds
430,Nizwa,OM,22.9333,57.5333,78.87,24,0,4.65,clear sky
431,Moindou,NC,-21.6924,165.677,79.5,62,89,8.05,overcast clouds
432,Vadso,NO,70.0744,29.7487,38.28,87,100,10.36,overcast clouds
433,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,66.9,93,99,6.13,overcast clouds
434,Turbat,PK,26.0023,63.044,85.75,14,0,6.58,clear sky
435,Kamenka,RU,51.3223,42.7678,43.3,97,12,7.61,few clouds
436,Port Hedland,AU,-20.3167,118.5667,82.45,24,5,14.97,clear sky
437,Luocheng,CN,29.3848,104.0286,59.47,80,100,2.33,overcast clouds
438,Souris,CA,49.6172,-100.2612,58.86,60,6,8.1,clear sky
439,Mnogovershinnyy,RU,53.9353,139.9242,35.64,98,100,5.82,light rain
440,Palembang,ID,-2.9167,104.7458,84.29,74,20,5.75,few clouds
441,Itirapina,BR,-22.2528,-47.8228,63.3,93,100,3.18,overcast clouds
442,Saldus,LV,56.6636,22.4881,37.0,81,88,5.28,overcast clouds
443,Dolgoderevenskoye,RU,55.3444,61.3444,46.74,100,100,0.0,mist
444,Galesong,ID,-5.3166,119.3661,78.82,73,71,0.96,broken clouds
445,Santarem,BR,-2.4431,-54.7083,78.93,94,40,3.44,scattered clouds
446,Krasnoselkup,RU,65.7,82.4667,50.59,98,100,7.58,moderate rain
447,Rupert,US,42.6191,-113.6772,76.95,29,0,9.22,clear sky
448,Mingoyo,TZ,-10.1,39.6333,67.6,95,0,4.36,clear sky
449,Gunjur,GM,13.2019,-16.7339,77.07,88,75,8.05,broken clouds
450,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.88,93,100,3.4,overcast clouds
451,Gorontalo,ID,0.5412,123.0595,83.8,84,99,1.72,overcast clouds
452,Hirado,JP,33.3597,129.5531,70.39,57,92,8.68,overcast clouds
453,Punta Alta,AR,-38.8759,-62.0736,52.09,78,85,20.62,overcast clouds
454,Honningsvag,NO,70.9821,25.9704,37.15,81,100,16.11,overcast clouds
455,Quatre Cocos,MU,-20.2078,57.7625,73.51,84,38,13.04,moderate rain
456,Pyinmana,MM,19.7333,96.2167,88.09,60,72,8.5,broken clouds
457,Urubicha,BO,-15.3833,-62.95,67.77,75,27,6.46,scattered clouds
458,Areosa,PT,41.7178,-8.8571,60.64,93,98,16.75,overcast clouds
459,Mokhsogollokh,RU,61.4681,128.9203,35.55,92,100,4.76,light rain
460,Waingapu,ID,-9.6567,120.2641,84.31,69,52,6.91,broken clouds
461,Neiafu,TO,-18.65,-173.9833,79.48,61,40,11.5,scattered clouds
462,Minusinsk,RU,53.7103,91.6875,62.98,60,100,11.14,overcast clouds
463,Olafsvik,IS,64.8945,-23.7142,47.05,92,100,13.44,overcast clouds
464,Podporozhye,RU,60.9112,34.1706,43.86,94,100,2.24,overcast clouds
465,Ayan,RU,56.45,138.1667,34.0,95,100,13.0,overcast clouds
466,Harper,LR,4.375,-7.7169,78.04,88,100,6.96,moderate rain
467,Snasa,NO,64.2457,12.3778,37.78,98,100,6.15,overcast clouds
468,Cabo Rojo,PR,18.0866,-67.1457,79.97,78,12,1.01,few clouds
469,Ixtapa,MX,20.7,-105.2,79.23,73,59,4.0,broken clouds
