City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
388,Bilma,NE,2022-05-15 14:52:38,18.6853,12.9164,98.04,8,0,13.29
389,Asosa,ET,2022-05-15 14:52:39,10.0667,34.5333,64.56,84,100,4.45
390,Egvekinot,RU,2022-05-15 14:52:39,66.3167,-179.1667,25.09,90,95,6.17
391,Malumfashi,NG,2022-05-15 14:52:40,11.7853,7.6218,100.02,8,94,13.38
392,Wundanyi,KE,2022-05-15 14:52:40,-3.4019,38.364,69.94,55,97,13.09
393,Mafeteng,LS,2022-05-15 14:52:40,-29.823,27.2374,56.93,31,0,2.51
394,Sueyoshi,JP,2022-05-15 14:52:41,31.65,131.0167,54.23,84,100,2.57
395,Manggar,ID,2022-05-15 14:52:41,-2.8833,108.2667,82.67,79,51,4.85
396,Kapit,MY,2022-05-15 14:52:42,2.0167,112.9333,76.8,93,41,0.43
397,Sovetskiy,RU,2022-05-15 14:52:42,61.3614,63.5842,56.14,58,100,5.35
398,Dhidhdhoo,MV,2022-05-15 14:52:22,6.8833,73.1,82.27,79,100,23.55
399,Sfantu Gheorghe,RO,2022-05-15 14:52:43,45.8667,25.7833,72.86,50,70,9.89
400,La Ronge,CA,2022-05-15 14:52:43,55.1001,-105.2842,37.65,87,100,8.05
401,Kemin,KG,2022-05-15 14:52:44,42.7846,75.6892,53.49,80,88,3.44
402,Bagdarin,RU,2022-05-15 14:52:44,54.4333,113.6,41.79,55,6,4.88
403,Liverpool,GB,2022-05-15 14:52:44,53.4106,-2.9779,69.89,61,40,13.8
404,Zhezkazgan,KZ,2022-05-15 14:52:45,47.8043,67.7144,69.78,43,40,8.95
405,Pacasmayo,PE,2022-05-15 14:52:45,-7.4006,-79.5714,68.52,75,31,10.29
406,Dubovskoye,RU,2022-05-15 14:52:46,47.4092,42.7575,63.18,58,83,9.08
407,Acapulco,MX,2022-05-15 14:52:46,16.8634,-99.8901,85.35,62,93,2.21
408,Teguldet,RU,2022-05-15 14:52:47,57.3064,88.1667,63.05,71,99,12.01
409,Acari,PE,2022-05-15 14:49:20,-15.4311,-74.6158,77.7,47,19,7.2
410,Aksha,RU,2022-05-15 14:52:47,50.2814,113.2867,52.84,37,99,3.78
411,Tulagi,SB,2022-05-15 14:52:48,-9.0996,160.1476,82.06,71,31,3.31
412,Richmond,US,2022-05-15 14:50:00,37.5538,-77.4603,79.2,82,75,4.61
413,Uspenka,UA,2022-05-15 14:53:48,48.3903,39.1619,61.59,59,69,13.96
414,Hay River,CA,2022-05-15 14:50:31,60.8156,-115.7999,44.58,70,75,9.22
415,Aginskoye,RU,2022-05-15 14:53:49,51.1,114.53,49.8,39,23,2.57
416,Dharchula,IN,2022-05-15 14:53:49,29.85,80.5333,75.18,36,49,5.82
417,Taltal,CL,2022-05-15 14:53:50,-25.4,-70.4833,63.41,70,18,3.91
418,Vila Franca Do Campo,PT,2022-05-15 14:53:50,37.7167,-25.4333,64.81,69,100,15.97
419,Hofn,IS,2022-05-15 14:53:51,64.2539,-15.2082,50.02,87,100,6.91
420,Darnah,LY,2022-05-15 14:53:51,32.767,22.6367,69.96,66,0,17.85
421,Kokopo,PG,2022-05-15 14:53:52,-4.352,152.2633,77.38,82,91,4.12
422,Palmer,US,2022-05-15 14:52:27,42.1584,-72.3287,72.21,76,75,5.75
423,Maningrida,AU,2022-05-15 14:53:52,-12.0667,134.2667,76.84,81,1,4.45
424,Atraulia,IN,2022-05-15 14:53:53,26.3333,82.95,99.79,16,0,8.41
425,Necocli,CO,2022-05-15 14:53:53,8.4234,-76.786,82.18,86,86,5.61
426,Hambantota,LK,2022-05-15 14:53:53,6.1241,81.1185,75.54,100,75,3.44
427,Bam,IR,2022-05-15 14:53:54,29.106,58.357,78.57,12,0,11.63
428,Hamilton,US,2022-05-15 14:53:48,39.1834,-84.5333,76.6,78,10,3.0
429,Ayan,RU,2022-05-15 14:53:54,56.45,138.1667,32.95,92,100,6.2
430,Whithorn,JM,2022-05-15 14:53:55,18.2604,-78.0378,78.44,58,31,6.29
431,Ndola,ZM,2022-05-15 14:53:55,-12.9587,28.6366,68.38,49,3,4.29
432,Kaeo,NZ,2022-05-15 14:53:56,-35.1,173.7833,60.82,93,90,7.52
433,Rimavska Sobota,SK,2022-05-15 14:53:56,48.3828,20.0224,78.55,48,23,8.23
434,Port Hedland,AU,2022-05-15 14:53:57,-20.3167,118.5667,77.05,57,100,4.61
435,San Jose,US,2022-05-15 14:50:24,37.3394,-121.895,63.91,82,75,11.5
436,Surab,PK,2022-05-15 14:53:57,28.4914,66.2585,70.72,25,0,21.14
437,Narsaq,GL,2022-05-15 14:53:58,60.9167,-46.05,34.77,57,35,6.8
438,Yichun,CN,2022-05-15 14:53:58,47.7,128.9,35.91,71,25,4.27
439,Jega,NG,2022-05-15 14:53:58,12.2175,4.3792,104.32,22,33,5.03
440,Jibuti,DJ,2022-05-15 14:53:59,11.5,42.5,92.57,17,0,11.14
441,Yaan,NG,2022-05-15 14:53:59,7.3833,8.5667,92.59,47,97,0.87
442,Zhirnovsk,RU,2022-05-15 14:54:00,50.9845,44.7735,56.53,71,25,13.22
443,Oranjemund,NA,2022-05-15 14:54:00,-28.55,16.4333,77.18,31,0,11.97
444,Yorkton,CA,2022-05-15 14:54:01,51.2167,-102.4677,44.44,76,20,18.41
445,Fairview,US,2022-05-15 14:54:01,40.8126,-73.999,71.69,91,100,6.91
446,Bell Ville,AR,2022-05-15 14:54:02,-32.6259,-62.6887,57.67,46,44,11.65
447,Chapais,CA,2022-05-15 14:54:02,49.7834,-74.8492,62.38,65,100,6.46
448,Grindavik,IS,2022-05-15 14:54:02,63.8424,-22.4338,55.35,87,75,23.02
449,Warmbad,NA,2022-05-15 14:54:03,-28.45,18.7333,77.85,10,0,11.72
450,Provideniya,RU,2022-05-15 14:54:03,64.3833,-173.3,34.54,83,32,7.43
451,Gonaives,HT,2022-05-15 14:54:04,19.45,-72.6833,86.18,54,99,3.42
452,Grand Gaube,MU,2022-05-15 14:54:04,-20.0064,57.6608,75.6,76,29,3.0
453,Karaton,ID,2022-05-15 14:54:05,-6.3424,106.1045,76.51,94,98,3.2
454,Inuvik,CA,2022-05-15 14:54:05,68.3499,-133.7218,27.46,93,100,8.05
455,Manta,EC,2022-05-15 14:54:06,-0.95,-80.7333,78.58,83,100,3.44
456,Omboue,GA,2022-05-15 14:54:06,-1.5746,9.2618,82.29,80,65,8.19
457,Alappuzha,IN,2022-05-15 14:52:30,9.49,76.3264,79.72,86,100,13.18
458,Isla Vista,US,2022-05-15 14:54:07,34.4133,-119.861,86.31,33,100,1.12
459,Honningsvag,NO,2022-05-15 14:54:08,70.9821,25.9704,40.75,87,40,9.22
460,Majene,ID,2022-05-15 14:54:08,-3.5403,118.9707,78.76,88,100,4.03
461,Rawson,AR,2022-05-15 14:54:09,-43.3002,-65.1023,52.74,67,12,21.18
462,Marsabit,KE,2022-05-15 14:55:09,2.3284,37.9899,74.32,48,26,13.6
463,Solnechnogorsk,RU,2022-05-15 14:53:03,56.1833,36.9833,58.86,74,91,9.19
464,La Primavera,CO,2022-05-15 14:55:10,5.4906,-70.4092,88.43,57,58,8.95
465,Flin Flon,CA,2022-05-15 14:54:44,54.7682,-101.865,33.64,80,100,18.41
466,Male,MV,2022-05-15 14:55:11,4.1748,73.5089,85.95,79,75,19.57
467,Walvis Bay,NA,2022-05-15 14:51:03,-22.9575,14.5053,83.35,28,0,6.91
468,Pangkalanbuun,ID,2022-05-15 14:51:49,-2.6833,111.6167,76.73,96,53,2.55
469,Kattivakkam,IN,2022-05-15 14:55:11,13.2167,80.3167,85.06,84,91,16.46
470,Omsukchan,RU,2022-05-15 14:55:12,62.5333,155.8,33.96,92,100,4.61
471,Beyneu,KZ,2022-05-15 14:55:12,45.3167,55.2,78.4,25,0,8.23
472,Kribi,CM,2022-05-15 14:55:13,2.95,9.9167,82.45,81,66,7.7
473,Rokytne,UA,2022-05-15 14:55:13,51.2796,27.214,57.92,57,100,12.12
474,Pulaski,US,2022-05-15 14:55:13,34.7668,-92.3001,79.32,85,4,5.01
475,Salalah,OM,2022-05-15 14:55:14,17.0151,54.0924,85.69,49,0,4.36
476,San Patricio,US,2022-05-15 14:55:14,28.017,-97.5169,83.88,60,5,10.16
477,Batagay-Alyta,RU,2022-05-15 14:55:15,67.8006,130.4114,2.5,96,40,7.23
478,Potosi,BO,2022-05-15 14:55:15,-19.5836,-65.7531,49.93,22,24,17.0
479,Juba,SS,2022-05-15 14:51:00,4.8517,31.5825,77.72,76,98,1.14
480,Acatlan,MX,2022-05-15 14:55:16,20.15,-98.45,66.97,24,7,3.71
481,Harper,LR,2022-05-15 14:55:16,4.375,-7.7169,82.36,82,93,7.61
482,Alihe,CN,2022-05-15 14:50:48,50.5667,123.7167,38.32,45,24,4.41
483,Les Escoumins,CA,2022-05-15 14:55:17,48.1111,-69.0236,42.15,77,100,5.23
484,Port Lincoln,AU,2022-05-15 14:53:37,-34.7333,135.8667,59.36,69,52,15.59
485,Salta,AR,2022-05-15 14:50:32,-24.7859,-65.4117,55.99,92,75,5.75
486,Sturgeon Falls,CA,2022-05-15 14:55:18,46.3646,-79.9326,64.13,63,96,4.94
487,Ciudad Bolivar,VE,2022-05-15 14:55:18,8.1222,-63.5497,90.54,45,86,10.65
488,Smithers,CA,2022-05-15 14:55:19,54.7804,-127.1743,39.52,81,100,6.91
489,San Quintin,MX,2022-05-15 14:55:20,30.4833,-115.95,66.94,64,5,4.34
490,Makakilo City,US,2022-05-15 14:50:27,21.3469,-158.0858,73.0,74,0,11.5
491,Alim,PH,2022-05-15 14:55:21,9.5649,122.4876,80.64,75,86,3.4
492,Douglas,US,2022-05-15 14:54:23,41.3,-96.167,62.85,64,100,9.22
493,Dukat,RU,2022-05-15 14:55:21,62.55,155.55,31.1,97,100,4.21
494,Kaithal,IN,2022-05-15 14:55:22,29.8,76.3833,103.8,7,67,8.05
495,Alamogordo,US,2022-05-15 14:55:23,32.8995,-105.9603,84.4,6,0,0.0
496,Camacha,PT,2022-05-15 14:55:23,33.0833,-16.3333,69.22,68,20,10.36
497,Zaterechnyy,RU,2022-05-15 14:55:24,44.7931,45.2097,73.81,45,7,13.94
498,Pokhara,NP,2022-05-15 14:55:25,28.2333,83.9833,76.17,54,71,5.84
499,Bataipora,BR,2022-05-15 14:55:25,-22.2953,-53.2711,66.94,91,100,3.22
500,Fare,PF,2022-05-15 14:55:26,-16.7,-151.0167,79.72,69,17,4.81
501,Zhigansk,RU,2022-05-15 14:55:26,66.7697,123.3711,23.23,85,5,8.52
502,Nacala,MZ,2022-05-15 14:55:28,-14.5428,40.6728,75.36,73,20,9.35
503,Alekseyevskoye,RU,2022-05-15 14:55:28,55.3071,50.1135,55.47,73,100,8.1
504,Saint-Pierre,RE,2022-05-15 14:55:29,-21.3393,55.4781,74.88,64,0,14.97
505,Lorengau,PG,2022-05-15 14:55:29,-2.0226,147.2712,80.22,70,100,0.65
506,Noumea,NC,2022-05-15 14:55:30,-22.2763,166.4572,75.0,99,25,9.15
507,Beloha,MG,2022-05-15 14:55:30,-25.1667,45.05,70.38,70,0,10.78
508,Sungairaya,ID,2022-05-15 14:55:31,0.7,108.9,82.13,80,7,4.47
509,Chirongui,YT,2022-05-15 14:56:31,-12.9319,45.1483,82.33,67,0,13.67
510,Tshikapa,CD,2022-05-15 14:56:32,-6.4167,20.8,91.74,36,45,1.05
511,Malakal,SS,2022-05-15 14:56:33,9.5334,31.6605,83.97,54,86,10.18
512,Monetnyy,RU,2022-05-15 14:56:33,57.0472,60.8794,58.51,62,68,5.97
513,Progreso,MX,2022-05-15 14:56:33,21.2833,-89.6667,83.1,57,0,5.21
514,Powell,US,2022-05-15 14:53:29,40.1578,-83.0752,75.47,75,0,3.44
515,Necochea,AR,2022-05-15 14:56:34,-38.5473,-58.7368,53.37,77,100,22.12
516,Ozark,US,2022-05-15 14:53:55,37.0209,-93.206,79.52,69,73,1.01
517,Santa Cruz Del Sur,CU,2022-05-15 14:56:35,20.7147,-77.9956,74.7,86,100,1.32
518,Sao Felix Do Xingu,BR,2022-05-15 14:56:35,-6.6447,-51.995,81.39,87,96,2.62
519,Korem,ET,2022-05-15 14:56:36,12.5058,39.5228,71.2,23,0,12.26
520,Xiaoshi,CN,2022-05-15 14:56:36,41.2971,124.1209,50.74,52,57,5.55
521,Birao,CF,2022-05-15 14:56:37,10.2849,22.7882,90.28,38,94,8.1
522,Asau,RO,2022-05-15 14:56:37,46.4333,26.4,72.52,48,98,1.95
523,Port Blair,IN,2022-05-15 14:56:37,11.6667,92.75,80.64,89,75,5.75
524,Utica,US,2022-05-15 14:56:38,43.1009,-75.2327,76.91,86,61,8.08
525,Tiznit,MA,2022-05-15 14:56:38,29.5833,-9.5,78.91,33,0,14.76
526,Kabompo,ZM,2022-05-15 14:56:39,-13.5927,24.2008,73.92,44,26,4.72
527,Hilton Head Island,US,2022-05-15 14:52:05,32.2163,-80.7526,82.99,82,13,1.01
528,Ixtapa,MX,2022-05-15 14:56:39,20.7,-105.2,84.83,41,25,2.89
529,Morro Agudo,BR,2022-05-15 14:56:40,-20.7314,-48.0578,77.85,57,95,6.53
530,Mahon,ES,2022-05-15 14:56:43,39.8885,4.2658,77.56,38,0,11.5
531,Malindi,KE,2022-05-15 14:56:43,-3.2175,40.1191,82.56,78,75,18.41
532,Joshimath,IN,2022-05-15 14:56:43,30.5667,79.5667,68.49,38,77,3.49
533,Marsa Matruh,EG,2022-05-15 14:56:44,31.3525,27.2453,70.0,73,40,12.66
534,Ziarat,PK,2022-05-15 14:56:44,30.3823,67.7282,65.52,21,0,12.66
535,Filadelfia,US,2022-05-15 14:52:19,39.9523,-75.1638,72.99,86,100,6.91
536,Le Mars,US,2022-05-15 14:56:45,42.7942,-96.1656,61.72,55,0,9.22
537,Benguela,AO,2022-05-15 14:56:45,-12.5763,13.4055,80.78,68,2,6.64
538,Mount Isa,AU,2022-05-15 14:56:46,-20.7333,139.5,62.37,77,0,4.61
539,Ciechanow,PL,2022-05-15 14:56:46,52.8814,20.62,66.06,50,9,10.2
540,Ha Giang,VN,2022-05-15 14:56:47,22.8333,104.9833,69.76,90,100,2.71
541,Puerto Madero,MX,2022-05-15 14:56:47,14.7208,-92.4215,83.25,70,100,3.38
542,Kununurra,AU,2022-05-15 14:56:47,-15.7667,128.7333,75.18,78,1,0.0
543,San Isidro,PE,2022-05-15 14:56:48,-12.1167,-77.05,69.01,76,100,6.91
544,Conceicao Do Araguaia,BR,2022-05-15 14:56:48,-8.2578,-49.2647,85.24,66,100,3.22
545,Bom Jardim,BR,2022-05-15 14:56:49,-7.7958,-35.5872,80.92,71,100,11.21
546,Nantucket,US,2022-05-15 14:52:32,41.2835,-70.0995,64.51,88,100,10.36
547,Kulhudhuffushi,MV,2022-05-15 14:56:49,6.6221,73.07,81.91,80,100,20.69
548,Manica,FR,2022-05-15 14:56:50,49.0,-1.1667,78.26,55,80,10.31
549,Sobolevo,RU,2022-05-15 14:56:50,54.4299,31.8996,52.61,72,78,12.12
550,Assiniboia,CA,2022-05-15 14:56:51,49.6334,-105.9845,49.82,57,0,13.8
551,Nianzishan,CN,2022-05-15 14:56:51,47.5167,122.8833,51.35,29,64,3.6
552,Watertown,US,2022-05-15 14:56:51,42.3709,-71.1828,76.41,76,75,8.05
553,Sept-Iles,CA,2022-05-15 14:56:52,50.2001,-66.3821,50.52,43,40,24.16
554,Makaha,US,2022-05-15 14:56:52,21.4694,-158.2175,74.39,71,83,7.94
555,Saurimo,AO,2022-05-15 14:56:53,-9.6608,20.3916,82.36,31,56,5.99
556,Eldorado,BR,2022-05-15 14:57:53,-23.7869,-54.2836,62.98,96,100,5.75
557,Buala,SB,2022-05-15 14:54:41,-8.145,159.5921,79.56,82,32,3.06
558,Cimitarra,CO,2022-05-15 14:57:54,6.3142,-73.9497,86.59,66,61,3.13
559,Husavik,IS,2022-05-15 14:57:19,66.0449,-17.3389,51.06,73,93,8.9
560,Lata,PT,2022-05-15 14:57:54,40.1629,-8.3327,65.8,46,100,12.59
561,Nanakuli,US,2022-05-15 14:57:55,21.3906,-158.1547,74.44,68,100,3.44
562,Hami,CN,2022-05-15 14:57:55,42.8,93.45,73.18,6,68,6.44
563,Buchanan,LR,2022-05-15 14:57:56,5.8808,-10.0467,84.25,75,97,7.96
564,Bayshore Gardens,US,2022-05-15 14:57:56,27.4253,-82.5904,86.22,57,2,6.2
565,Verkhnyaya Inta,RU,2022-05-15 14:57:57,65.9811,60.3094,47.73,80,97,3.02
566,Finschhafen,PG,2022-05-15 14:57:57,-6.6024,147.8681,80.94,83,82,12.33
567,Boralday,KZ,2022-05-15 14:57:57,43.3578,76.8594,66.06,63,75,4.47
568,Puerto Ayacucho,VE,2022-05-15 14:57:58,5.6639,-67.6236,86.97,65,68,1.97
569,Horsham,GB,2022-05-15 14:57:58,51.064,-0.3272,63.73,84,40,9.22
570,Linhares,BR,2022-05-15 14:57:59,-19.3911,-40.0722,81.81,52,61,5.21
571,Zhangye,CN,2022-05-15 14:58:00,38.9342,100.4517,56.23,13,0,4.97
572,Straumen,NO,2022-05-15 14:58:00,63.8709,11.2999,48.2,63,95,15.19
573,Xai-Xai,MZ,2022-05-15 14:58:01,-25.0519,33.6442,71.67,74,6,7.11
574,Goundam,ML,2022-05-15 14:54:31,16.4145,-3.6708,102.67,4,55,2.89
575,Lixourion,GR,2022-05-15 14:58:01,38.2019,20.4314,71.87,70,0,8.16
576,Effingham,US,2022-05-15 14:58:02,32.3669,-81.3332,82.85,51,30,2.33
577,Kutiyana,IN,2022-05-15 14:58:02,21.6233,69.9817,85.42,68,0,12.3
578,Ust-Nera,RU,2022-05-15 14:58:03,64.5667,143.2,32.05,98,100,8.84
579,Vuktyl,RU,2022-05-15 14:58:03,63.8567,57.3094,48.04,82,92,6.31
580,Chifeng,CN,2022-05-15 14:58:04,42.2683,118.9636,55.08,41,90,6.35
581,Zabid,YE,2022-05-15 14:58:04,14.1951,43.3152,97.45,22,0,6.67
582,Jaisalmer,IN,2022-05-15 14:58:05,26.9147,70.9181,98.28,13,0,19.71
